src,dst,volume,path_nodes
12652,11561,300.0,"[12652, 11561]"
12652,19143,1.0,"[12652, 19143]"
12652,19846,300.0,"[12652, 19846]"
12652,17752,1.0,"[12652, 12940, 11853, 19502, 13989, 17752]"
12652,11163,1.0,"[12652, 11163]"
12652,10326,300.0,"[12652, 10326]"
12652,13460,30.0,"[12652, 13073, 13460]"
12652,13460,270.0,"[12652, 13460]"
12652,17738,1.0,"[12652, 17738]"
12652,16028,1.0,"[12652, 16028]"
12652,19300,1.0,"[12652, 18542, 19300]"
12652,10269,1.0,"[12652, 12940, 11853, 12205, 10269]"
12652,15378,300.0,"[12652, 15378]"
12652,15008,1.0,"[12652, 18542, 15008]"
12652,13088,1.0,"[12652, 13088]"
12652,13165,300.0,"[12652, 13165]"
12652,10985,1.0,"[12652, 11022, 10985]"
12652,19134,248.0,"[12652, 19134]"
12652,17464,76.0,"[12652, 17464]"
12652,15724,105.0,"[12652, 15724]"
12652,13563,1.0,"[12652, 12940, 11853, 19502, 13165, 16108, 13563]"
12652,10177,136.0,"[12652, 10177]"
12652,17282,1.0,"[12652, 18542, 17282]"
12652,11853,7.0,"[12652, 12940, 11853]"
12652,11853,90.0,"[12652, 11853]"
12652,16962,300.0,"[12652, 16962]"
12652,15601,1.0,"[12652, 15601]"
12652,19971,1.0,"[12652, 12940, 11853, 19502, 10044, 19971]"
12652,18827,300.0,"[12652, 18827]"
12652,19785,1.0,"[12652, 19785]"
12652,10867,300.0,"[12652, 10867]"
12652,12562,1.0,"[12652, 12940, 11853, 12562]"
12652,15891,1.0,"[12652, 18542, 15891]"
12652,17504,145.0,"[12652, 17504]"
12652,13073,1.0,"[12652, 13073]"
12652,12216,1.0,"[12652, 12216]"
12652,15185,300.0,"[12652, 15185]"
12652,13694,300.0,"[12652, 13694]"
12652,18799,1.0,"[12652, 18799]"
12652,11261,300.0,"[12652, 11261]"
12652,13582,156.0,"[12652, 13582]"
12652,13170,1.0,"[12652, 13170]"
12652,18219,30.0,"[12652, 13073, 18219]"
12652,18219,270.0,"[12652, 18219]"
12652,15848,1.0,"[12652, 12940, 11853, 19502, 13165, 16108, 13563, 15848]"
12652,18110,300.0,"[12652, 18110]"
12652,18542,1.0,"[12652, 18542]"
12652,10657,1.0,"[12652, 12746, 10657]"
12652,19502,300.0,"[12652, 19502]"
12652,15183,1.0,"[12652, 12940, 11853, 15183]"
12652,15270,234.0,"[12652, 15270]"
12652,13454,1.0,"[12652, 13454]"
12652,13417,1.0,"[12652, 18542, 13417]"
12652,12940,300.0,"[12652, 12940]"
12652,13665,1.0,"[12652, 12940, 11853, 19502, 13665]"
12652,18941,300.0,"[12652, 18941]"
12652,12355,68.0,"[12652, 12355]"
12652,10901,1.0,"[12652, 10901]"
12652,19430,300.0,"[12652, 19430]"
12652,11200,1.0,"[12652, 11200]"
12652,10705,1.0,"[12652, 13073, 10705]"
12652,13100,1.0,"[12652, 12940, 11853, 13100]"
12652,19333,120.0,"[12652, 15724, 19333]"
12652,19333,180.0,"[12652, 19333]"
12652,16887,90.0,"[12652, 16887]"
12652,18812,1.0,"[12652, 12746, 18812]"
12652,10568,1.0,"[12652, 10568]"
12652,11466,1.0,"[12652, 12940, 11853, 19502, 11466]"
12652,14736,300.0,"[12652, 14736]"
12652,14278,300.0,"[12652, 14278]"
12652,10963,300.0,"[12652, 10963]"
15008,17223,287.0,"[15008, 17223]"
15008,10044,1.0,"[15008, 10044]"
15008,18411,1.0,"[15008, 18411]"
15008,13665,76.0,"[15008, 13665]"
15008,17522,1.0,"[15008, 17522]"
15008,10301,1.0,"[15008, 10301]"
15008,11200,300.0,"[15008, 11200]"
15008,10326,300.0,"[15008, 10326]"
15008,19430,1.0,"[15008, 19430]"
15008,19273,1.0,"[15008, 19273]"
15008,12633,196.0,"[15008, 12633]"
15008,15651,1.0,"[15008, 18441, 11209, 12940, 11853, 19502, 13165, 16108, 15651]"
15008,11022,1.0,"[15008, 18542, 12652, 11022]"
15008,16108,1.0,"[15008, 18441, 11209, 12940, 11853, 19502, 13165, 16108]"
15008,16887,300.0,"[15008, 16887]"
15008,15601,300.0,"[15008, 15601]"
15008,19915,300.0,"[15008, 19915]"
15008,14519,1.0,"[15008, 18542, 14519]"
15008,15724,254.0,"[15008, 15724]"
15008,15241,1.0,"[15008, 18441, 11209, 12940, 11853, 15241]"
15008,10963,300.0,"[15008, 10963]"
15008,12352,1.0,"[15008, 12352]"
15008,14278,163.0,"[15008, 14278]"
15008,19134,300.0,"[15008, 19134]"
15008,12270,1.0,"[15008, 12270]"
15008,13073,175.0,"[15008, 13073]"
15008,13563,300.0,"[15008, 13563]"
15008,12868,1.0,"[15008, 18542, 12652, 11022, 11455, 12868]"
15008,13165,1.0,"[15008, 13165]"
15008,16117,1.0,"[15008, 13509, 16117]"
15008,12746,1.0,"[15008, 12746]"
15008,16683,300.0,"[15008, 16683]"
15008,13694,1.0,"[15008, 12746, 13694]"
15008,16028,1.0,"[15008, 16028]"
15008,13088,300.0,"[15008, 13088]"
15008,13237,270.0,"[15008, 13237]"
15008,11209,1.0,"[15008, 18441, 11209]"
15008,17752,300.0,"[15008, 17752]"
15008,14053,30.0,"[15008, 15891, 14053]"
15008,14053,270.0,"[15008, 14053]"
15008,11189,300.0,"[15008, 11189]"
15008,11163,300.0,"[15008, 11163]"
15008,11147,1.0,"[15008, 11147]"
15008,12652,155.0,"[15008, 12652]"
15008,10985,1.0,"[15008, 18542, 12652, 11022, 10985]"
15008,19971,125.0,"[15008, 19971]"
15008,10568,1.0,"[15008, 10568]"
15008,12562,123.0,"[15008, 12562]"
15008,18219,50.0,"[15008, 18219]"
15008,12940,165.0,"[15008, 12940]"
15008,10177,1.0,"[15008, 18441, 11209, 12940, 11853, 19502, 13989, 15686, 16339, 10177]"
15008,10316,300.0,"[15008, 10316]"
15008,16855,1.0,"[15008, 16855]"
15008,19143,42.0,"[15008, 19143]"
15008,15948,1.0,"[15008, 13636, 11181, 15948]"
15008,18448,1.0,"[15008, 18441, 11209, 12940, 11853, 19502, 13989, 15686, 18448]"
15008,13917,300.0,"[15008, 13917]"
15008,17781,1.0,"[15008, 17781]"
15008,19500,1.0,"[15008, 18441, 11209, 12940, 11853, 19500]"
15008,15185,300.0,"[15008, 15185]"
15008,11261,1.0,"[15008, 11261]"
15008,10955,1.0,"[15008, 10955]"
15008,19239,300.0,"[15008, 19239]"
15008,12216,300.0,"[15008, 12216]"
15008,12355,300.0,"[15008, 12355]"
15008,12369,1.0,"[15008, 18441, 11209, 12940, 11853, 12369]"
15008,19333,1.0,"[15008, 15891, 13460, 15724, 19333]"
15008,13100,300.0,"[15008, 13100]"
15008,16962,1.0,"[15008, 16962]"
15008,19502,176.0,"[15008, 19502]"
15008,18110,1.0,"[15008, 18110]"
15008,14358,11.0,"[15008, 14358]"
15008,17282,89.0,"[15008, 17282]"
15008,17738,123.0,"[15008, 17738]"
15008,15483,30.0,"[15008, 12746, 15483]"
15008,15483,270.0,"[15008, 15483]"
15008,19147,300.0,"[15008, 19147]"
15008,19785,1.0,"[15008, 19785]"
15008,10269,1.0,"[15008, 18441, 11209, 12940, 11853, 12205, 10269]"
15008,10705,1.0,"[15008, 10705]"
15008,19300,1.0,"[15008, 18542, 19300]"
15008,14704,300.0,"[15008, 14704]"
15008,17504,1.0,"[15008, 18441, 11209, 12940, 11853, 19502, 13989, 15686, 17504]"
15008,13417,300.0,"[15008, 13417]"
15008,11455,300.0,"[15008, 11455]"
15008,18799,1.0,"[15008, 18799]"
15008,13582,300.0,"[15008, 13582]"
15008,11561,300.0,"[15008, 11561]"
15008,15378,206.0,"[15008, 15378]"
15008,16339,98.0,"[15008, 16339]"
15008,18542,149.0,"[15008, 18542]"
15008,13840,300.0,"[15008, 13840]"
15008,15183,300.0,"[15008, 15183]"
15008,15270,1.0,"[15008, 18441, 11209, 12940, 11853, 15270]"
15008,11181,1.0,"[15008, 13636, 11181]"
15008,10796,1.0,"[15008, 10796]"
15008,13454,52.0,"[15008, 13454]"
15008,19846,1.0,"[15008, 18441, 11209, 12940, 11853, 19502, 13165, 16108, 19846]"
15008,10867,1.0,"[15008, 18441, 11209, 12940, 11853, 10867]"
15008,18827,300.0,"[15008, 18827]"
15008,10748,295.0,"[15008, 10748]"
15008,18812,49.0,"[15008, 18812]"
15008,15848,268.0,"[15008, 15848]"
15008,14736,166.0,"[15008, 14736]"
15008,10901,1.0,"[15008, 10901]"
15008,18941,1.0,"[15008, 18941]"
15008,15891,300.0,"[15008, 15891]"
15008,13460,1.0,"[15008, 15891, 13460]"
15008,11853,39.0,"[15008, 11853]"
15008,13170,222.0,"[15008, 13170]"
15008,15264,75.0,"[15008, 15264]"
15008,17464,300.0,"[15008, 17464]"
15008,10657,1.0,"[15008, 12746, 10657]"
15008,10657,90.0,"[15008, 10657]"
15008,14234,1.0,"[15008, 18441, 11209, 12940, 11853, 19502, 14234]"
15008,11466,300.0,"[15008, 11466]"
11112,13165,300.0,"[11112, 13165]"
11112,13694,30.0,"[11112, 12746, 13694]"
11112,13694,270.0,"[11112, 13694]"
11112,15601,1.0,"[11112, 15601]"
11112,10985,300.0,"[11112, 10985]"
11112,16028,253.0,"[11112, 16028]"
11112,19846,300.0,"[11112, 19846]"
11112,11853,300.0,"[11112, 11853]"
11112,17738,1.0,"[11112, 18542, 13417, 17738]"
11112,15948,30.0,"[11112, 13636, 11181, 15948]"
11112,15948,270.0,"[11112, 15948]"
11112,19273,300.0,"[11112, 19273]"
11112,19502,1.0,"[11112, 19502]"
11112,15008,22.0,"[11112, 15008]"
11112,14358,1.0,"[11112, 13489, 11209, 12940, 11853, 19502, 13989, 15686, 14358]"
11112,17781,300.0,"[11112, 17781]"
11112,18448,1.0,"[11112, 13489, 11209, 12940, 11853, 19502, 13989, 15686, 18448]"
11112,10796,300.0,"[11112, 10796]"
11112,12746,1.0,"[11112, 12746]"
11112,13917,300.0,"[11112, 13917]"
11112,16962,1.0,"[11112, 16962]"
11112,18110,1.0,"[11112, 18110]"
11112,14704,300.0,"[11112, 14704]"
11112,13073,188.0,"[11112, 13073]"
11112,18219,1.0,"[11112, 18542, 18219]"
11112,15724,300.0,"[11112, 15724]"
11112,19430,1.0,"[11112, 19430]"
11112,11147,1.0,"[11112, 11147]"
11112,11466,180.0,"[11112, 11466]"
11112,16855,119.0,"[11112, 16855]"
11112,18799,290.0,"[11112, 18799]"
11112,11200,1.0,"[11112, 12652, 11200]"
11112,17752,300.0,"[11112, 17752]"
11112,13088,1.0,"[11112, 13088]"
11112,19143,1.0,"[11112, 19143]"
11112,15264,1.0,"[11112, 15264]"
11112,13170,1.0,"[11112, 18542, 13170]"
11112,18542,300.0,"[11112, 18542]"
11112,12868,300.0,"[11112, 12868]"
11112,11022,300.0,"[11112, 11022]"
11112,14234,74.0,"[11112, 14234]"
11112,12562,300.0,"[11112, 12562]"
11112,14278,300.0,"[11112, 14278]"
11112,15848,1.0,"[11112, 13489, 11209, 12940, 11853, 19502, 13165, 16108, 13563, 15848]"
11112,12369,300.0,"[11112, 12369]"
11112,15183,1.0,"[11112, 15183]"
11112,15651,261.0,"[11112, 15651]"
11112,13563,256.0,"[11112, 13563]"
11112,14519,201.0,"[11112, 14519]"
11112,17504,1.0,"[11112, 13489, 11209, 12940, 11853, 19502, 13989, 15686, 17504]"
11112,14736,15.0,"[11112, 12652, 11022, 11455, 14736]"
11112,11209,1.0,"[11112, 13489, 11209]"
11112,16339,300.0,"[11112, 16339]"
11112,10568,1.0,"[11112, 10568]"
11112,15891,95.0,"[11112, 15891]"
11112,19134,300.0,"[11112, 19134]"
11112,18812,1.0,"[11112, 18812]"
11112,13454,243.0,"[11112, 13454]"
11112,13237,300.0,"[11112, 13237]"
11112,11261,1.0,"[11112, 11261]"
11112,17223,300.0,"[11112, 17223]"
11112,18411,300.0,"[11112, 18411]"
11112,10748,174.0,"[11112, 10748]"
11112,12270,1.0,"[11112, 12270]"
11112,13582,1.0,"[11112, 18542, 13417, 13582]"
11112,19785,300.0,"[11112, 19785]"
11112,11455,300.0,"[11112, 11455]"
11112,17282,300.0,"[11112, 17282]"
11112,19239,300.0,"[11112, 19239]"
11112,12940,1.0,"[11112, 13489, 11209, 12940]"
11112,19971,300.0,"[11112, 19971]"
11112,10901,1.0,"[11112, 10901]"
11112,10044,300.0,"[11112, 10044]"
11112,19500,52.0,"[11112, 19500]"
11112,10326,1.0,"[11112, 13489, 11209, 12940, 11853, 19502, 13989, 15686, 16339, 10326]"
11112,11189,191.0,"[11112, 11189]"
11112,18827,1.0,"[11112, 18827]"
11112,10867,300.0,"[11112, 10867]"
11112,17464,1.0,"[11112, 13489, 11209, 12940, 11853, 19502, 13165, 16108, 13563, 15848, 17464]"
11112,15241,300.0,"[11112, 15241]"
11112,11181,1.0,"[11112, 13636, 11181]"
11112,12355,1.0,"[11112, 13489, 11209, 12940, 11853, 18149, 17223, 12355]"
11112,16108,300.0,"[11112, 16108]"
11112,18941,300.0,"[11112, 18941]"
11112,10955,300.0,"[11112, 10955]"
11112,10963,1.0,"[11112, 13489, 11209, 12940, 11853, 19502, 13165, 16108, 13563, 10963]"
11112,16117,30.0,"[11112, 13636, 16117]"
11112,16117,270.0,"[11112, 16117]"
11112,13665,1.0,"[11112, 13665]"
11112,16683,30.0,"[11112, 13073, 16683]"
11112,16683,270.0,"[11112, 16683]"
11112,11561,158.0,"[11112, 11561]"
11112,12352,1.0,"[11112, 12352]"
11112,10269,1.0,"[11112, 10269]"
11112,10316,1.0,"[11112, 10316]"
11112,17522,74.0,"[11112, 17522]"
11112,11163,1.0,"[11112, 11163]"
11112,15270,1.0,"[11112, 15270]"
11112,15378,187.0,"[11112, 15378]"
11112,10301,1.0,"[11112, 10301]"
11112,16887,93.0,"[11112, 16887]"
11112,19300,300.0,"[11112, 19300]"
11112,12633,1.0,"[11112, 13489, 11209, 12940, 11853, 19502, 13989, 15686, 16339, 12633]"
11112,10177,122.0,"[11112, 10177]"
11112,10705,263.0,"[11112, 10705]"
11112,14053,59.0,"[11112, 14053]"
11112,19915,1.0,"[11112, 19915]"
11112,15185,1.0,"[11112, 15185]"
16325,16117,32.0,"[16325, 13636, 16117]"
16325,16117,90.0,"[16325, 16117]"
16325,16108,1.0,"[16325, 11209, 12940, 11853, 19502, 13165, 16108]"
16325,18941,193.0,"[16325, 18941]"
16325,18827,1.0,"[16325, 18827]"
16325,10963,214.0,"[16325, 10963]"
16325,15241,1.0,"[16325, 15241]"
16325,15483,300.0,"[16325, 15483]"
16325,19430,8.0,"[16325, 19430]"
16325,15848,1.0,"[16325, 11209, 12940, 11853, 19502, 13165, 16108, 13563, 15848]"
16325,19971,300.0,"[16325, 19971]"
16325,15264,1.0,"[16325, 15264]"
16325,11209,1.0,"[16325, 11209]"
16325,18411,46.0,"[16325, 18411]"
16325,19785,1.0,"[16325, 19785]"
16325,13917,1.0,"[16325, 13917]"
16325,17522,300.0,"[16325, 17522]"
16325,10301,300.0,"[16325, 10301]"
16325,11853,300.0,"[16325, 11853]"
16325,14736,1.0,"[16325, 14736]"
16325,12216,300.0,"[16325, 12216]"
16325,19134,1.0,"[16325, 11209, 12940, 11853, 19502, 13989, 15686, 19134]"
16325,16855,300.0,"[16325, 16855]"
16325,13460,1.0,"[16325, 19300, 15891, 13460]"
16325,13170,30.0,"[16325, 13489, 13170]"
16325,13170,270.0,"[16325, 13170]"
16325,14053,42.0,"[16325, 14053]"
16325,13100,270.0,"[16325, 13100]"
16325,10568,208.0,"[16325, 10568]"
16325,15601,261.0,"[16325, 15601]"
16325,11022,1.0,"[16325, 18542, 12652, 11022]"
16325,14278,1.0,"[16325, 14278]"
16325,11261,300.0,"[16325, 11261]"
16325,16887,300.0,"[16325, 16887]"
16325,14234,300.0,"[16325, 14234]"
16325,13165,139.0,"[16325, 13165]"
16325,15008,1.0,"[16325, 15008]"
16325,10748,1.0,"[16325, 18542, 10748]"
16325,11181,30.0,"[16325, 13636, 11181]"
16325,11181,270.0,"[16325, 11181]"
16325,10705,227.0,"[16325, 10705]"
16325,19300,300.0,"[16325, 19300]"
16325,17504,1.0,"[16325, 11209, 12940, 11853, 19502, 13989, 15686, 17504]"
16325,13088,300.0,"[16325, 13088]"
16325,11455,1.0,"[16325, 18542, 12652, 11022, 11455]"
16325,19846,276.0,"[16325, 19846]"
16325,12868,8.0,"[16325, 18542, 12652, 11022, 11455, 12868]"
16325,12868,90.0,"[16325, 12868]"
16325,12270,300.0,"[16325, 12270]"
16325,18812,1.0,"[16325, 18812]"
16325,17781,1.0,"[16325, 17781]"
16325,12355,300.0,"[16325, 12355]"
16325,13563,1.0,"[16325, 11209, 12940, 11853, 19502, 13165, 16108, 13563]"
16325,10955,1.0,"[16325, 10955]"
16325,10985,202.0,"[16325, 10985]"
16325,11163,300.0,"[16325, 11163]"
16325,13073,1.0,"[16325, 18542, 13073]"
16325,15270,300.0,"[16325, 15270]"
16325,17752,1.0,"[16325, 11209, 12940, 11853, 19502, 13989, 17752]"
16325,11200,1.0,"[16325, 18542, 12652, 11200]"
16325,10044,103.0,"[16325, 10044]"
16325,11189,300.0,"[16325, 11189]"
16325,17282,1.0,"[16325, 17282]"
16325,10796,131.0,"[16325, 10796]"
16325,16339,1.0,"[16325, 11209, 12940, 11853, 19502, 13989, 15686, 16339]"
16325,14704,1.0,"[16325, 14704]"
16325,19915,209.0,"[16325, 19915]"
16325,19239,1.0,"[16325, 19239]"
16325,19147,300.0,"[16325, 19147]"
16325,10269,98.0,"[16325, 10269]"
16325,17223,300.0,"[16325, 17223]"
16325,19502,80.0,"[16325, 19502]"
16325,16028,300.0,"[16325, 16028]"
16325,11147,242.0,"[16325, 11147]"
16325,19273,89.0,"[16325, 19273]"
16325,13237,300.0,"[16325, 13237]"
16325,18799,300.0,"[16325, 18799]"
16325,15651,1.0,"[16325, 11209, 12940, 11853, 19502, 13165, 16108, 15651]"
16325,15891,1.0,"[16325, 19300, 15891]"
16325,12940,1.0,"[16325, 11209, 12940]"
16325,13665,149.0,"[16325, 13665]"
16325,16962,1.0,"[16325, 16962]"
16325,17738,1.0,"[16325, 13417, 17738]"
16325,15378,1.0,"[16325, 15378]"
16325,19333,1.0,"[16325, 19300, 15891, 13460, 15724, 19333]"
16325,11561,300.0,"[16325, 11561]"
16325,12746,30.0,"[16325, 19300, 12746]"
16325,12746,270.0,"[16325, 12746]"
16325,10316,300.0,"[16325, 10316]"
16325,19500,1.0,"[16325, 19500]"
16325,10657,1.0,"[16325, 11209, 10657]"
16325,18110,1.0,"[16325, 18110]"
16325,15183,239.0,"[16325, 15183]"
16325,10177,231.0,"[16325, 10177]"
16325,18448,1.0,"[16325, 11209, 12940, 11853, 19502, 13989, 15686, 18448]"
16325,15948,41.0,"[16325, 15948]"
16325,11466,1.0,"[16325, 11209, 12940, 11853, 19502, 11466]"
16325,13582,30.0,"[16325, 13417, 13582]"
16325,13582,270.0,"[16325, 13582]"
16325,18542,300.0,"[16325, 18542]"
16325,13694,196.0,"[16325, 13694]"
16325,17464,283.0,"[16325, 17464]"
16325,12633,300.0,"[16325, 12633]"
16325,15724,300.0,"[16325, 15724]"
16325,10901,1.0,"[16325, 10901]"
16325,10326,227.0,"[16325, 10326]"
16325,13454,300.0,"[16325, 13454]"
16325,12352,7.0,"[16325, 12352]"
16325,12369,1.0,"[16325, 12369]"
16325,15185,300.0,"[16325, 15185]"
16325,10867,300.0,"[16325, 10867]"
16325,12562,1.0,"[16325, 12562]"
16325,19143,1.0,"[16325, 19143]"
16325,14358,131.0,"[16325, 14358]"
16325,18219,1.0,"[16325, 18542, 18219]"
16325,16683,1.0,"[16325, 13417, 16683]"
11561,16236,1.0,"[11561, 16236]"
11561,16855,300.0,"[11561, 16855]"
11561,15008,300.0,"[11561, 15008]"
11561,12652,300.0,"[11561, 12652]"
11561,19971,74.0,"[11561, 10044, 19971]"
11561,19971,90.0,"[11561, 19971]"
11561,12868,153.0,"[11561, 12868]"
11561,18827,1.0,"[11561, 18827]"
11561,12205,133.0,"[11561, 12205]"
11561,13417,1.0,"[11561, 13165, 13417]"
11561,10044,300.0,"[11561, 10044]"
18441,18110,300.0,"[18441, 18110]"
18441,13917,39.0,"[18441, 13917]"
18441,17522,300.0,"[18441, 17522]"
18441,17781,300.0,"[18441, 17781]"
18441,18812,1.0,"[18441, 16325, 18812]"
18441,19785,1.0,"[18441, 11209, 12940, 11853, 19785]"
18441,13563,1.0,"[18441, 11209, 12940, 11853, 19502, 13165, 16108, 13563]"
18441,16117,300.0,"[18441, 16117]"
18441,17282,1.0,"[18441, 16325, 17282]"
18441,19239,300.0,"[18441, 19239]"
18441,19500,1.0,"[18441, 11209, 12940, 11853, 19500]"
18441,16108,1.0,"[18441, 11209, 12940, 11853, 19502, 13165, 16108]"
18441,11163,57.0,"[18441, 11163]"
18441,13100,1.0,"[18441, 11209, 12940, 11853, 13100]"
18441,19147,1.0,"[18441, 11209, 12940, 11853, 19147]"
18441,18827,300.0,"[18441, 18827]"
18441,10705,1.0,"[18441, 11209, 13170, 10705]"
18441,18219,9.0,"[18441, 16325, 18542, 18219]"
18441,15848,1.0,"[18441, 11209, 12940, 11853, 19502, 13165, 16108, 13563, 15848]"
18441,12868,1.0,"[18441, 16325, 18542, 12652, 11022, 11455, 12868]"
18441,13237,1.0,"[18441, 16325, 13237]"
18441,17738,300.0,"[18441, 17738]"
18441,18542,1.0,"[18441, 16325, 18542]"
18441,11209,1.0,"[18441, 11209]"
18441,13694,1.0,"[18441, 11209, 12940, 11853, 13694]"
18441,15241,236.0,"[18441, 15241]"
18441,13454,242.0,"[18441, 13454]"
18441,11261,1.0,"[18441, 11209, 12940, 11853, 19502, 11261]"
18441,11189,1.0,"[18441, 11209, 12940, 11853, 11189]"
18441,12355,199.0,"[18441, 12355]"
18441,10867,300.0,"[18441, 10867]"
18441,12216,7.0,"[18441, 12216]"
18441,16683,300.0,"[18441, 16683]"
18441,11200,1.0,"[18441, 16325, 18542, 12652, 11200]"
18441,14736,13.0,"[18441, 14736]"
18441,12633,1.0,"[18441, 11209, 12940, 11853, 19502, 13989, 15686, 16339, 12633]"
18441,10657,300.0,"[18441, 10657]"
18441,19915,63.0,"[18441, 19915]"
18441,16962,300.0,"[18441, 16962]"
18441,13665,136.0,"[18441, 13665]"
18441,16855,26.0,"[18441, 16855]"
18441,10568,1.0,"[18441, 11209, 12940, 11853, 18149, 10568]"
18441,16339,55.0,"[18441, 16339]"
18441,18411,201.0,"[18441, 18411]"
18441,17504,1.0,"[18441, 11209, 12940, 11853, 19502, 13989, 15686, 17504]"
18441,10901,1.0,"[18441, 11209, 12940, 11853, 10901]"
18441,11455,47.0,"[18441, 11455]"
18441,15183,300.0,"[18441, 15183]"
18441,17464,236.0,"[18441, 17464]"
18441,17752,300.0,"[18441, 17752]"
18441,15891,121.0,"[18441, 15891]"
18441,13170,1.0,"[18441, 11209, 13170]"
18441,15483,56.0,"[18441, 15483]"
18441,12940,43.0,"[18441, 11209, 12940]"
18441,12940,90.0,"[18441, 12940]"
18441,10316,300.0,"[18441, 10316]"
18441,16887,224.0,"[18441, 16887]"
18441,15651,300.0,"[18441, 15651]"
18441,10177,200.0,"[18441, 10177]"
18441,19971,300.0,"[18441, 19971]"
18441,11022,1.0,"[18441, 16325, 18542, 12652, 11022]"
18441,15270,300.0,"[18441, 15270]"
18441,18799,300.0,"[18441, 18799]"
18441,12369,300.0,"[18441, 12369]"
18441,15724,54.0,"[18441, 16325, 19300, 15891, 13460, 15724]"
18441,15724,180.0,"[18441, 15724]"
18441,19134,300.0,"[18441, 19134]"
18441,10748,300.0,"[18441, 10748]"
18441,10301,291.0,"[18441, 10301]"
18441,11853,13.0,"[18441, 11209, 12940, 11853]"
18441,19143,300.0,"[18441, 19143]"
18441,10955,1.0,"[18441, 11209, 12940, 11853, 10955]"
18441,15185,285.0,"[18441, 15185]"
18441,11147,282.0,"[18441, 11147]"
18441,10269,159.0,"[18441, 10269]"
18441,17223,1.0,"[18441, 11209, 12940, 11853, 18149, 17223]"
18441,14234,147.0,"[18441, 14234]"
18441,13088,32.0,"[18441, 13088]"
18441,16028,300.0,"[18441, 16028]"
18441,12352,300.0,"[18441, 12352]"
18441,18941,300.0,"[18441, 18941]"
18441,18448,269.0,"[18441, 18448]"
18441,15948,1.0,"[18441, 11209, 13170, 15948]"
18441,10796,1.0,"[18441, 11209, 12940, 11853, 10796]"
18441,15601,206.0,"[18441, 15601]"
18441,14278,300.0,"[18441, 14278]"
18441,13165,1.0,"[18441, 11209, 12940, 11853, 19502, 13165]"
18441,19430,78.0,"[18441, 19430]"
18441,19846,214.0,"[18441, 19846]"
18441,15378,300.0,"[18441, 15378]"
18441,12746,1.0,"[18441, 16325, 19300, 12746]"
18441,13073,21.0,"[18441, 16325, 18542, 13073]"
18441,13073,180.0,"[18441, 13073]"
18441,11561,300.0,"[18441, 11561]"
18441,14053,1.0,"[18441, 11209, 14053]"
18441,19502,59.0,"[18441, 19502]"
18441,19333,1.0,"[18441, 16325, 19300, 15891, 13460, 15724, 19333]"
18441,14704,1.0,"[18441, 11209, 12940, 11853, 14704]"
18441,19300,300.0,"[18441, 19300]"
18441,15008,30.0,"[18441, 16325, 15008]"
18441,15008,270.0,"[18441, 15008]"
18441,10985,9.0,"[18441, 10985]"
18441,19273,1.0,"[18441, 11209, 12940, 11853, 19273]"
18441,10326,72.0,"[18441, 10326]"
18441,10044,1.0,"[18441, 11209, 12940, 11853, 19502, 10044]"
18441,12562,1.0,"[18441, 11209, 12940, 11853, 12562]"
18441,11466,1.0,"[18441, 11209, 12940, 11853, 19502, 11466]"
